Gene	Cancer_Gene	GO_cell.death	GO_cell.differentiation	GO_cell.proliferation	GO_mitototic.cell.cycle	HumanNet.CGS_L1	HumanNet.CGS_L2	InteractNet.CGS_L1	InteractNet.CGS_L2	ReguleNet.DEG_score	DEG_score
CARTPT	0	0	1	0	0	0	0	0	1	0.437	0.437
CASC3	0	0	0	0	0	0	0	0	61	0.064	0.064
CASC4	0	0	0	0	0	0	0	0	20	0.417	0.417
CASC5	0	0	1	0	1	0	0	1	23	0	0
CASK	0	0	0	1	0	5	152	3	108	0.796	0.796
CASKIN1	0	0	0	0	0	0	0	1	20	0.826	0.826
CASP1	0	1	0	0	0	3	127	3	54	0.847	0.847
CASP10	0	1	0	0	0	7	174	4	78	0.872	0.872
CASP12	0	1	0	0	0	0	0	0	16	0.939	0.939
CASP14	0	1	1	0	0	2	125	1	33	0.563	0.563
CASP2	0	1	1	0	1	3	131	3	127	0.872	0.872
CASP3	0	1	1	1	0	10	195	8	241	0	0
CASP4	0	1	0	0	0	10	195	4	68	0.833	0.833
CASP5	0	1	1	0	0	3	127	0	0	0.632	0.632
CASP6	0	1	1	0	0	9	195	2	86	0	0
CASP7	0	1	0	0	0	3	131	3	189	0.652	0.652
CASP8	1	1	1	0	0	3	131	9	126	0.804	0.804
CASP8AP2	0	1	0	0	0	0	0	3	77	0	0
CASP9	0	1	1	0	0	2	88	2	174	0.425	0.425
CASQ2	0	0	1	0	0	1	121	0	0	0.736	0.736
CASR	0	0	0	0	0	11	204	0	149	0.401	0.401
CAST	0	1	1	0	0	0	0	3	107	0.903	0.903
CAT	0	1	1	0	0	0	0	2	38	0.938	0.938
CATIP	0	0	0	0	0	0	0	0	20	0	0
CATSPER1	0	0	1	0	0	0	0	1	67	0.902	0.902
CATSPERD	0	0	1	0	0	0	0	0	1	0	0
CAV1	0	1	1	1	0	0	15	11	225	0	0
CAV2	0	0	1	1	1	0	0	0	58	0	0
CAV3	0	0	1	1	0	1	129	3	44	0.354	0.354
CBARA1	0	0	0	0	0	0	0	0	2	0	0
CBFA2T2	0	0	1	0	0	26	215	5	82	0.125	0.125
CBFA2T3	1	0	1	1	0	26	215	5	98	0.665	0.665
CBFB	1	0	1	0	0	23	174	2	32	0.858	0.858
CBL	1	1	0	0	0	18	196	25	263	0.926	0.926
CBLB	1	0	0	1	0	1	57	6	204	0.562	0.562
CBLC	1	0	0	0	0	1	1	2	196	0.931	0.931
CBLL1	0	0	0	0	0	6	105	1	95	0.709	0.709
CBLN1	0	0	1	0	0	8	188	0	0	0.647	0.647
CBLN3	0	0	0	0	0	0	0	0	0	0.303	0.303
CBR1	0	0	1	0	0	0	0	1	39	0.33	0.33
CBR3	0	0	0	0	0	0	0	0	12	0.055	0.055
CBS	0	0	0	0	0	0	0	2	186	0.869	0.869
CBWD2	0	0	0	0	0	0	0	0	26	0.812	0.812
CBWD3	0	0	0	0	0	0	0	0	5	0	0
CBWD5	0	0	0	0	0	0	0	0	5	0.574	0.574
CBX1	0	0	0	0	0	0	0	6	118	0.874	0.874
CBX2	0	0	1	0	0	0	0	0	40	0.895	0.895
CBX3	0	0	0	0	0	0	0	5	97	0	0
CBX4	0	1	0	0	0	9	207	3	118	0	0
CBX5	0	0	0	0	0	0	0	8	195	0.483	0.483
CBX6	0	0	0	0	0	0	0	0	16	0.921	0.921
CBX7	0	0	0	0	0	0	0	0	73	0	0
CBX8	0	0	0	1	0	0	0	3	108	0.858	0.858
CBY1	0	0	1	0	0	4	152	1	57	0.58	0.58
CC2D1A	0	0	0	0	0	3	147	1	23	0.344	0.344
CC2D1B	0	0	0	0	0	0	0	0	10	0.328	0.328
CCAR1	0	1	0	1	0	0	0	2	203	0	0
CCAR2	0	1	0	0	0	0	0	1	41	0	0
CCBE1	0	0	0	0	0	0	0	0	8	0.904	0.904
CCBL1	0	0	0	0	0	0	0	0	3	0.466	0.466
CCBL2	0	0	0	0	0	0	0	0	1	0.724	0.724
CCBP2	0	0	0	0	0	0	0	0	3	0.117	0.117
CCDC101	0	0	0	0	0	0	0	1	39	0.113	0.113
CCDC102B	0	0	0	0	0	0	0	3	69	0.496	0.496
CCDC103	0	0	0	0	0	0	0	0	23	0.724	0.724
CCDC104	0	0	0	0	0	0	0	1	13	0.276	0.276
CCDC106	0	0	0	0	0	0	0	1	117	0.849	0.849
CCDC107	0	0	0	0	0	0	0	0	20	0.893	0.893
CCDC108	0	0	0	0	0	0	0	0	3	0.743	0.743
CCDC109A	0	0	0	0	0	0	0	0	2	0	0
CCDC109B	0	0	0	0	0	0	0	0	12	0.892	0.892
CCDC11	0	0	0	0	0	0	0	0	15	0.846	0.846
CCDC110	0	0	0	0	0	0	0	0	0	0.049	0.049
CCDC112	0	0	0	0	0	0	0	0	19	0.892	0.892
CCDC113	0	0	0	0	0	0	0	0	7	0	0
CCDC114	0	0	0	0	0	0	0	1	14	0.87	0.87
CCDC115	0	0	0	0	0	0	0	0	34	0.216	0.216
CCDC116	0	0	0	0	0	0	0	0	36	0	0
CCDC12	0	0	0	0	0	0	0	0	0	0.133	0.133
CCDC120	0	0	0	0	0	0	0	0	52	0.825	0.825
CCDC121	0	0	0	0	0	0	0	0	29	0.892	0.892
CCDC126	0	0	0	0	0	0	0	0	14	0.582	0.582
CCDC127	0	0	0	0	0	0	0	0	4	0.818	0.818
CCDC130	0	0	0	0	0	0	0	0	52	0.046	0.046
CCDC134	0	0	0	0	0	0	0	0	148	0.831	0.831
CCDC135	0	0	0	0	0	0	0	0	3	0.569	0.569
CCDC136	0	0	0	0	0	0	0	1	96	0	0
CCDC137	0	0	0	0	0	0	0	0	12	0.932	0.932
CCDC14	0	0	0	0	0	0	0	0	44	0.567	0.567
CCDC141	0	0	0	0	0	0	0	0	7	0.679	0.679
CCDC146	0	0	0	0	0	0	0	2	73	0.741	0.741
CCDC147	0	0	0	0	0	0	0	1	23	0.9	0.9
CCDC148	0	0	0	0	0	0	0	0	6	0.435	0.435
CCDC149	0	0	0	0	0	0	0	0	145	0.088	0.088
CCDC150	0	0	0	0	0	0	0	0	17	0.89	0.89
CCDC151	0	0	0	0	0	0	0	0	37	0.738	0.738
CCDC153	0	0	0	0	0	0	0	1	21	0.864	0.864
CCDC155	0	0	1	0	0	0	0	2	57	0	0
CCDC158	0	0	0	0	0	0	0	0	9	0.938	0.938
CCDC159	0	0	0	0	0	0	0	0	1	0.772	0.772
CCDC17	0	0	0	0	0	0	0	1	20	0.834	0.834
CCDC170	0	0	0	0	0	0	0	0	6	0	0
CCDC172	0	0	0	0	0	0	0	1	19	0	0
CCDC176	0	0	0	0	0	0	0	0	3	0	0
CCDC184	0	0	0	0	0	0	0	0	29	0	0
CCDC185	0	0	0	0	0	0	0	0	13	0	0
CCDC19	0	0	0	0	0	0	0	0	19	0.894	0.894
CCDC22	0	0	0	0	0	0	0	0	9	0.915	0.915
CCDC23	0	0	0	0	0	0	0	0	0	0.593	0.593
CCDC24	0	0	0	0	0	0	0	1	21	0.909	0.909
CCDC25	0	0	0	0	0	0	0	0	8	0.929	0.929
CCDC26	0	0	0	0	0	0	0	0	24	0	0
CCDC28A	0	0	0	0	0	0	0	0	11	0.862	0.862
CCDC28B	0	0	0	0	0	0	0	0	1	0.549	0.549
CCDC33	0	0	0	0	0	0	0	2	169	0.141	0.141
CCDC36	0	0	0	0	0	0	0	1	71	0.939	0.939
CCDC37	0	0	0	0	0	0	0	0	30	0.122	0.122
CCDC42	0	0	0	0	0	0	0	0	7	0.286	0.286
CCDC43	0	0	0	0	0	0	0	0	2	0.907	0.907
CCDC45	0	0	0	0	0	0	0	1	19	0	0
CCDC47	0	0	1	0	0	0	0	0	2	0.862	0.862
CCDC50	0	0	0	0	0	0	0	2	161	0	0
CCDC52	0	0	0	0	0	0	0	0	3	0	0
CCDC53	0	0	0	0	0	0	0	1	69	0.468	0.468
CCDC57	0	0	0	0	0	0	0	1	35	0.328	0.328
CCDC59	0	0	0	0	0	0	0	2	23	0.554	0.554
CCDC6	1	0	0	0	0	1	1	2	90	0.79	0.79
CCDC60	0	0	0	0	0	0	0	0	4	0.58	0.58
CCDC64B	0	0	0	0	0	0	0	0	145	0.795	0.795
CCDC67	0	0	1	0	0	0	0	1	57	0.698	0.698
CCDC68	0	0	0	0	0	0	0	0	5	0.865	0.865
CCDC69	0	0	0	0	0	0	0	0	11	0.935	0.935
CCDC7	0	0	0	0	0	0	0	1	19	0.224	0.224
CCDC70	0	0	0	0	0	0	0	0	17	0.586	0.586
CCDC71	0	0	0	0	0	0	0	1	8	0.07	0.07
CCDC74A	0	0	0	0	0	0	0	0	17	0.798	0.798
CCDC74B	0	0	0	0	0	0	0	0	17	0.796	0.796
CCDC75	0	0	0	0	0	0	0	0	8	0.902	0.902
CCDC82	0	0	0	0	0	0	0	1	5	0	0
CCDC85A	0	0	0	0	0	0	0	0	8	0	0
CCDC85B	0	0	1	0	0	0	0	1	136	0.583	0.583
CCDC85C	0	0	0	0	0	0	0	0	2	0.778	0.778
CCDC86	0	0	0	0	0	0	0	0	0	0.774	0.774
CCDC87	0	0	0	0	0	0	0	1	60	0.881	0.881
CCDC88A	0	0	1	1	0	0	0	2	59	0.881	0.881
CCDC88B	0	0	0	0	0	0	0	0	3	0.538	0.538
CCDC88C	0	0	0	0	0	0	0	0	29	0.901	0.901
CCDC9	0	0	0	0	0	0	0	1	21	0.819	0.819
CCDC90B	0	0	0	0	0	0	0	3	73	0.334	0.334
CCDC91	0	0	0	0	0	0	0	1	15	0.23	0.23
CCDC92	0	0	0	0	0	0	0	1	28	0.832	0.832
CCDC93	0	0	0	0	0	0	0	0	16	0	0
CCDC94	0	0	0	0	0	0	0	1	29	0.064	0.064
CCDC97	0	0	0	0	0	0	0	0	20	0.85	0.85
CCDC99	0	0	0	0	0	0	0	0	20	0.938	0.938
CCER1	0	0	0	0	0	0	0	0	18	0	0
CCHCR1	0	0	1	0	0	0	0	3	104	0.661	0.661
CCK	0	1	1	1	0	0	0	0	2	0.164	0.164
CCKAR	0	0	1	0	0	1	150	0	0	0.839	0.839
CCKBR	0	0	0	1	0	32	224	2	83	0.51	0.51
CCL1	0	0	0	0	0	3	165	0	0	0.704	0.704
CCL11	0	0	0	1	0	9	212	0	6	0.624	0.624
CCL13	0	0	0	0	0	9	212	0	2	0.857	0.857
CCL14	0	0	0	1	0	14	217	2	46	0	0
CCL15	0	0	0	0	0	0	0	0	0	0.505	0.505
CCL16	0	0	0	0	0	9	202	0	0	0	0
CCL17	0	0	1	0	0	25	220	0	2	0.6	0.6
CCL18	0	0	0	0	0	17	208	1	101	0.612	0.612
CCL19	0	1	1	1	0	13	204	0	0	0.618	0.618
CCL2	0	1	1	1	0	29	218	0	27	0.849	0.849
CCL20	0	0	0	0	0	19	214	0	1	0.631	0.631
CCL21	0	1	1	0	0	17	212	0	7	0.936	0.936
CCL22	0	0	0	0	0	19	217	0	3	0.661	0.661
CCL23	0	0	0	1	0	34	227	0	0	0.875	0.875
CCL24	0	0	0	1	0	17	212	0	0	0.744	0.744
CCL25	0	0	0	0	0	13	203	0	0	0.787	0.787
CCL26	0	0	0	1	0	17	212	0	0	0	0
CCL27	0	0	0	0	0	15	206	0	0	0.266	0.266
CCL28	0	0	0	0	0	2	144	0	22	0.94	0.94
CCL3	0	1	1	0	0	18	226	0	4	0.637	0.637
CCL3L1	0	0	0	1	0	0	0	0	4	0	0
CCL3L3	0	0	0	0	0	17	210	0	4	0	0
CCL4	0	0	0	0	0	25	228	0	4	0	0
CCL4L1	0	0	0	0	0	0	0	0	0	0	0
CCL4L2	0	0	0	0	0	0	0	0	0	0.017	0.017
CCL5	0	1	1	1	0	28	231	1	34	0.74	0.74
CCL7	0	0	0	0	0	7	202	0	20	0.768	0.768
CCL8	0	0	0	1	0	7	206	0	4	0.409	0.409
CCM2	0	0	1	0	0	0	51	1	9	0.181	0.181
CCM2L	0	0	0	0	0	0	0	0	0	0	0
CCNA1	0	0	0	0	1	1	118	5	140	0.056	0.056
CCNA2	0	0	0	1	1	0	13	5	223	0	0
CCNB1	0	0	1	1	1	0	0	5	217	0	0
CCNB1IP1	1	0	1	0	0	1	1	2	19	0.908	0.908
CCNB2	0	0	0	0	1	0	0	0	167	0	0
CCNB3	0	0	0	0	1	0	0	0	14	0.752	0.752
CCNC	0	0	0	0	0	13	197	2	128	0.61	0.61
CCND1	1	0	1	1	1	1	1	14	275	0.868	0.868
CCND2	1	0	0	0	0	1	1	6	71	0	0
CCND3	1	0	0	1	0	13	197	10	122	0.919	0.919
CCNDBP1	0	0	0	0	0	0	0	3	71	0	0
CCNE1	1	0	1	0	1	1	1	9	233	0.888	0.888
CCNE2	0	0	0	0	1	4	122	2	169	0.925	0.925
CCNF	0	0	0	0	1	0	0	0	22	0	0
CCNG1	0	0	0	0	1	2	109	3	99	0.939	0.939
CCNG2	0	0	0	0	1	3	51	0	14	0.36	0.36
CCNH	0	0	0	0	1	0	0	6	159	0.854	0.854
CCNI	0	0	0	0	0	0	0	0	18	0.765	0.765
CCNJL	0	0	0	0	0	0	0	1	34	0.33	0.33
CCNK	0	0	0	0	1	25	190	0	193	0.877	0.877
CCNL1	0	0	0	0	0	0	0	0	10	0	0
CCNL2	0	0	0	0	0	0	0	0	22	0.827	0.827
CCNO	0	0	1	0	0	3	86	0	40	0.871	0.871
CCNT1	0	0	0	0	0	25	189	10	129	0.811	0.811
CCNT2	0	0	0	0	0	25	190	3	64	15.401	0.682
CCNY	0	0	0	0	1	0	0	0	3	0.553	0.553
CCP110	0	0	0	0	1	0	0	0	10	0	0
CCR1	0	0	1	0	0	18	220	0	6	0.498	0.498
CCR10	0	0	0	0	0	1	147	0	75	0.893	0.893
CCR2	0	0	0	1	0	0	0	0	0	0.387	0.387
CCR3	0	0	0	1	0	10	209	0	17	0.638	0.638
CCR4	0	0	1	0	0	14	203	0	3	0.864	0.864
CCR5	0	0	0	0	0	20	217	4	74	0.862	0.862
CCR6	0	0	0	0	0	16	207	0	0	0.462	0.462
CCR7	0	1	1	0	0	7	202	0	0	0.76	0.76
CCR8	0	0	0	0	0	18	210	0	0	0.934	0.934
CCR9	0	0	0	0	0	15	203	0	0	0.264	0.264
CCRL1	0	0	0	0	0	0	0	0	14	0	0
CCRL2	0	0	0	0	0	6	170	0	0	0.32	0.32
CCRN4L	0	0	1	0	0	23	174	0	1	0.711	0.711
CCS	0	0	0	0	0	0	14	0	146	0.605	0.605
CCT2	0	0	0	0	0	0	0	2	198	0.925	0.925
CCT3	0	0	0	0	0	1	98	5	216	0	0
CCT4	0	0	0	0	0	14	200	1	197	0.688	0.688
CCT5	0	0	0	0	0	0	0	2	233	0.937	0.937
CCT6A	0	0	0	0	0	1	98	2	196	0.786	0.786
CCT6B	0	0	0	0	0	2	137	0	11	0.784	0.784
CCT6P1	0	0	0	0	0	0	0	0	5	0	0
CCT7	0	0	0	0	0	14	200	2	199	0.909	0.909
CCT8	0	0	0	0	0	0	0	1	206	0.938	0.938
CCT8L2	0	0	0	0	0	2	70	0	0	0.705	0.705
CCZ1	0	0	0	0	0	0	0	0	2	0	0
CD101	0	0	1	0	0	13	178	0	8	0.797	0.797
CD14	0	1	0	0	0	18	215	0	6	0.861	0.861
CD151	0	0	0	1	0	0	0	0	147	0.721	0.721
CD160	0	0	0	1	0	37	226	2	12	0.909	0.909
CD163	0	0	0	0	0	3	100	0	11	0.476	0.476
CD164	0	0	0	1	0	48	229	0	71	0.03	0.03
CD177	0	0	0	0	0	0	0	1	16	0.637	0.637
CD180	0	0	0	1	0	0	0	0	0	0.057	0.057
CD19	0	0	0	0	0	15	193	5	88	0.426	0.426
CD1A	0	0	0	0	0	0	0	1	3	0	0
CD1B	0	0	0	0	0	3	100	1	2	0.669	0.669
CD1C	0	0	0	0	0	3	100	0	0	0	0
CD1D	0	0	1	1	0	0	17	3	20	0.21	0.21
CD2	0	1	1	0	0	20	205	4	110	0.808	0.808
CD200	0	0	0	0	0	0	0	0	2	0	0
CD200R1	0	0	0	0	0	0	0	0	0	0.834	0.834
CD209	0	0	0	1	0	0	14	0	4	0.925	0.925
CD22	0	0	0	0	0	10	181	3	79	0.576	0.576
CD226	0	0	0	0	0	8	169	0	30	0	0
CD24	0	1	1	1	0	0	0	0	18	0	0
CD244	0	0	0	0	0	0	0	0	5	0.841	0.841
CD247	0	0	0	0	0	0	0	5	185	0.408	0.408
CD27	0	1	1	0	0	8	195	0	32	0.709	0.709
CD274	1	1	0	1	0	41	229	1	1	0.513	0.513
CD276	0	0	1	1	0	0	38	0	5	0	0
CD28	0	1	1	1	1	18	186	2	75	0.077	0.077
CD2AP	0	0	0	0	1	14	171	4	110	0	0
CD2BP2	0	0	0	0	0	0	0	2	81	0.89	0.89
CD300A	0	0	0	1	0	0	0	0	7	0.505	0.505
CD300C	0	0	0	0	0	2	124	1	4	0.613	0.613
CD300LD	0	0	0	0	0	0	0	0	0	0.455	0.455
CD300LF	0	0	0	0	0	0	0	0	19	0	0
CD300LG	0	0	0	0	0	0	0	0	9	0	0
CD302	0	0	0	0	0	0	0	0	1	0	0
CD320	0	0	0	0	0	0	0	0	1	0.49	0.49
CD33	0	0	0	1	0	19	212	2	170	0.619	0.619
CD34	0	1	1	1	0	1	42	0	21	0	0
CD36	0	0	1	0	0	7	172	0	42	0.929	0.929
CD37	0	0	0	1	0	1	29	0	0	0.766	0.766
CD38	0	1	0	1	0	0	58	1	25	0.505	0.505
CD3D	0	0	1	0	0	0	0	0	147	0.734	0.734
CD3E	0	1	1	1	0	1	157	3	67	0.705	0.705
CD3EAP	0	0	0	0	0	6	86	0	27	0	0
CD3G	0	1	0	0	0	20	208	0	3	0.667	0.667
CD4	0	0	1	0	0	0	18	9	223	0.566	0.566
CD40	0	1	0	1	0	16	212	2	96	0.772	0.772
CD40LG	0	1	1	1	0	10	209	0	147	0	0
CD44	0	1	0	0	0	0	0	7	93	0.677	0.677
CD46	0	0	1	1	0	0	0	1	52	0.875	0.875
CD47	0	0	0	1	0	0	35	0	7	0.598	0.598
CD48	0	0	0	0	0	4	148	1	21	0.763	0.763
CD5	0	1	0	1	0	0	0	3	83	0.819	0.819
CD53	0	0	1	0	0	0	0	0	17	0.772	0.772
CD58	0	0	0	0	0	0	0	1	6	0.224	0.224
CD59	0	1	0	1	0	15	193	1	23	0.813	0.813
CD5L	0	1	0	0	0	2	124	0	0	0	0
CD6	0	0	0	0	0	0	0	1	51	0.795	0.795
CD63	0	0	1	0	0	0	0	1	159	0.317	0.317
CD68	0	0	0	0	0	0	0	1	5	0.29	0.29
CD69	0	0	0	0	0	0	0	0	0	0.397	0.397
CD7	0	0	0	0	0	10	183	1	41	0.728	0.728
CD70	0	1	0	1	0	37	226	0	0	0.038	0.038
CD72	0	0	1	0	0	5	152	1	33	0.848	0.848
CD74	1	1	1	1	0	26	218	1	1	0.828	0.828
CD79A	1	0	1	1	0	16	192	6	43	0.461	0.461
CD79B	1	0	0	0	0	10	181	4	28	0.436	0.436
CD80	0	0	1	1	0	0	38	1	7	0.938	0.938
CD81	0	0	0	1	0	37	232	2	172	0.889	0.889
CD82	0	0	0	0	0	0	0	2	60	0.208	0.208
CD83	0	0	1	0	0	7	179	0	3	0.091	0.091
CD84	0	0	0	0	0	4	153	1	19	0.532	0.532
CD86	0	0	1	1	0	15	208	0	148	0.891	0.891
CD8A	0	0	1	0	0	0	0	3	50	0.628	0.628
CD8B	0	0	0	0	0	0	0	0	3	0.541	0.541
CD9	0	0	1	1	0	11	180	1	37	0.931	0.931
CD93	0	0	0	0	0	1	42	1	50	0.894	0.894
CD96	0	0	0	0	0	15	197	0	0	0	0
CD97	0	0	0	0	0	23	225	0	48	0.77	0.77
CD99	0	0	0	0	0	0	0	0	21	0.315	0.315
CD99L2	0	0	0	0	0	0	0	0	9	0.928	0.928
CDA	0	0	0	0	0	4	128	0	15	0.311	0.311
CDAN1	0	0	0	0	0	0	0	0	31	0.213	0.213
CDC123	0	0	0	1	1	15	214	0	6	0.913	0.913
CDC14A	0	0	0	1	0	36	229	2	60	0.626	0.626
CDC14B	0	0	0	0	0	0	0	2	54	0	0
CDC16	0	0	0	1	1	26	215	5	132	0.753	0.753
CDC20	0	0	1	1	1	14	212	3	227	0.931	0.931
CDC20B	0	0	0	0	0	0	0	1	49	0.559	0.559
CDC23	0	0	0	0	1	3	158	3	97	0.719	0.719
CDC25A	0	0	0	1	1	27	217	8	247	0.921	0.921
CDC25B	0	0	1	1	1	21	224	2	145	0.887	0.887
CDC25C	0	0	0	1	1	27	217	3	227	0	0
CDC26	0	0	0	0	1	0	0	1	19	0.083	0.083
CDC27	0	0	0	1	1	26	215	8	208	0.481	0.481
CDC34	0	1	0	0	1	0	0	2	185	0.815	0.815
CDC37	0	0	0	0	0	2	113	9	260	0.024	0.024
CDC37L1	0	0	0	0	0	0	0	0	33	0.867	0.867
CDC40	0	0	0	0	0	3	48	2	41	0.443	0.443
CDC42	0	1	1	1	1	13	209	11	249	0.895	0.895
CDC42BPA	0	0	0	0	0	1	7	0	24	0.825	0.825
CDC42BPB	0	0	0	0	0	0	104	0	21	0.714	0.714
CDC42BPG	0	0	0	0	0	0	0	1	17	0.63	0.63
CDC42EP1	0	0	0	0	0	1	16	0	36	0.487	0.487
CDC42EP2	0	0	0	0	0	1	40	1	25	0.933	0.933
CDC42EP3	0	0	0	0	0	0	0	1	20	0.917	0.917
CDC42EP4	0	0	0	0	0	1	16	0	21	0.879	0.879
CDC42EP5	0	0	0	0	0	1	39	0	11	0.891	0.891
CDC42SE1	0	0	0	0	0	0	0	1	23	0.934	0.934
CDC42SE2	0	0	0	0	0	0	0	1	17	0.699	0.699
CDC45	0	0	0	0	1	0	50	2	57	0	0
CDC5L	0	0	0	0	0	0	0	9	203	13.206	0.649
CDC6	0	0	0	1	1	15	199	3	102	0.908	0.908
CDC7	0	0	0	1	1	18	198	2	70	0.915	0.915
CDC73	1	0	1	1	1	1	1	6	124	0.888	0.888
CDCA2	0	0	0	0	1	0	0	0	22	0.906	0.906
CDCA3	0	0	0	0	1	0	0	1	32	0	0
CDCA4	0	0	0	0	0	0	0	1	75	0.93	0.93
CDCA5	0	0	0	0	1	5	136	1	42	0	0
CDCA7	0	1	0	1	0	1	73	0	0	0.757	0.757
CDCA7L	0	0	0	1	0	0	0	4	123	0.625	0.625
CDCA8	0	0	0	0	1	0	0	0	59	0.94	0.94
CDCP1	0	0	0	0	0	0	0	0	52	0.929	0.929
CDH1	1	1	1	1	0	1	1	8	253	0.841	0.841
CDH10	0	0	0	0	0	0	0	1	51	0.125	0.125
CDH11	1	0	1	0	0	1	1	2	65	0.931	0.931
CDH13	0	0	0	1	1	5	152	0	10	0	0
CDH15	0	0	1	0	0	5	152	0	10	0.204	0.204
CDH16	0	0	0	0	0	5	152	0	0	0.437	0.437
CDH17	0	0	0	0	0	5	152	1	40	0.722	0.722
CDH18	0	0	0	0	0	0	0	1	42	0.498	0.498
CDH2	0	0	1	0	0	5	152	5	78	0.869	0.869
CDH23	0	0	0	0	0	0	0	0	1	0.925	0.925
CDH24	0	0	0	0	0	0	0	0	0	0.88	0.88
CDH3	0	0	1	1	0	5	152	2	165	0.48	0.48
CDH4	0	0	1	0	0	5	152	0	5	0.939	0.939
CDH5	0	0	0	1	0	0	25	4	75	0.939	0.939
CDH6	0	0	0	0	0	5	152	1	40	0.662	0.662
CDH7	0	0	0	0	0	0	0	1	40	0.731	0.731
CDH8	0	0	0	0	0	5	152	1	40	0	0
CDH9	0	0	0	0	0	0	0	1	40	0.085	0.085
CDHR1	0	0	0	0	0	0	0	0	5	0.455	0.455
CDHR2	0	0	0	0	0	9	179	0	1	0.374	0.374
CDIP1	0	1	0	0	0	0	0	0	2	0	0
CDIPT	0	0	0	0	0	0	0	0	9	0.555	0.555
CDK1	0	1	1	0	1	8	195	19	292	0	0
CDK10	0	0	0	1	1	15	191	0	46	0.89	0.89
CDK11A	0	1	0	0	1	0	0	0	66	0.225	0.225
CDK11B	0	1	0	1	1	26	216	2	175	0	0
CDK12	1	0	0	0	0	2	81	2	50	0.786	0.786
CDK13	0	0	0	1	1	24	220	1	40	0.735	0.735
CDK14	0	0	0	0	1	0	0	3	103	0	0
CDK15	0	0	0	0	0	0	0	0	44	0.389	0.389
CDK16	0	0	1	0	0	13	197	1	87	0.916	0.916
CDK17	0	0	0	0	0	13	197	0	45	0.402	0.402
CDK18	0	0	0	0	0	0	0	1	91	0.567	0.567
CDK19	0	1	0	0	0	0	0	4	73	0.516	0.516
CDK2	0	0	0	1	1	6	183	14	224	0.913	0.913
CDK20	0	0	0	0	0	0	0	0	16	0.675	0.675
CDK2AP1	0	0	0	0	0	0	50	0	84	0	0
CDK2AP2	0	0	0	0	0	0	0	1	25	0	0
CDK3	0	0	0	1	1	36	229	1	71	0.935	0.935
CDK4	1	1	0	1	1	14	212	12	218	0.901	0.901
CDK5	0	1	1	1	0	26	215	4	149	0	0
CDK5R1	0	1	1	1	0	27	217	2	213	0.851	0.851
CDK5R2	0	0	1	0	0	2	109	0	4	0.573	0.573
CDK5RAP1	0	0	1	0	0	0	14	0	4	0	0
CDK5RAP2	0	0	1	0	1	0	0	0	72	0	0
CDK5RAP3	0	0	1	1	1	0	0	2	173	0	0
CDK6	1	0	1	1	1	37	229	7	117	0.666	0.666
CDK7	0	0	0	1	1	29	221	7	170	0.936	0.936
CDK8	0	0	0	0	0	13	197	9	176	0.732	0.732
CDK9	0	0	0	1	1	39	232	19	254	0.006	0.006
CDKAL1	0	0	0	0	0	0	0	1	18	0	0
CDKL1	0	0	0	0	0	13	197	0	11	0	0
CDKL2	0	0	0	0	0	0	42	0	0	0.851	0.851
CDKL3	0	0	0	0	0	0	0	1	44	0.605	0.605
CDKL5	0	0	1	0	0	0	0	1	92	0.571	0.571
CDKN1A	0	1	1	1	1	21	213	23	332	0.556	0.556
CDKN1B	0	1	0	1	1	10	179	11	225	0.181	0.181
CDKN1C	0	0	1	1	1	22	214	2	170	0	0
CDKN2A	1	1	1	1	1	23	214	13	259	0.829	0.829
CDKN2AIP	0	0	0	0	0	0	0	1	13	0.915	0.915
CDKN2B	0	0	1	1	1	21	214	2	39	0.789	0.789
CDKN2C	1	0	1	1	1	21	213	7	107	0.87	0.87
CDKN2D	0	1	0	1	1	21	214	3	63	0.91	0.91
CDKN3	0	0	0	1	1	24	216	1	43	0	0
CDO1	0	0	0	0	0	3	194	1	5	0.936	0.936
CDON	0	0	1	1	0	5	152	2	41	0.807	0.807
CDPF1	0	0	0	0	0	0	0	0	1	0	0
CDR1	0	0	0	0	0	0	0	0	0	0	0
CDR2	0	0	0	0	0	0	0	3	85	0	0
CDRT4	0	0	0	0	0	0	0	0	2	0.924	0.924
CDS1	0	0	0	0	0	1	164	1	40	0.926	0.926
CDS2	0	0	0	0	0	0	0	0	10	0.584	0.584
CDSN	0	0	1	0	0	0	0	0	18	0.741	0.741
CDT1	0	0	0	0	1	0	31	7	216	0.937	0.937
CDX1	0	0	0	0	0	8	160	1	12	0.512	0.512
CDX2	1	0	1	1	0	23	174	6	113	2107.95	0.381
CDX4	0	0	0	0	0	0	0	2	26	4.923	0
CDY1B	0	0	0	0	0	1	118	0	0	0	0
CDY2A	0	0	0	0	0	1	118	0	0	0	0
CDYL	0	0	0	0	0	1	118	2	105	0.794	0.794
CDYL2	0	0	0	0	0	0	0	0	12	0.863	0.863
CEACAM1	0	0	0	0	0	0	100	1	47	0.205	0.205
CEACAM5	0	1	1	0	0	0	0	1	15	0.775	0.775
CEACAM6	0	0	0	0	0	4	195	0	2	0.793	0.793
CEACAM7	0	0	0	0	0	0	0	0	1	0.751	0.751
CEACAM8	0	0	0	0	0	10	181	0	1	0.882	0.882
CEBPA	1	0	1	1	0	24	205	12	268	2112.79	0.901
